Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;PS04;MGHM5;qValue;fold;log2(fold)
;7024013;7024681;;+;-;SCO6363;two-component regulator;4;9;1;0,444444444;-1,169925001
;7876051;7875374;;-;-;SCO7088;two-component system response regulator;4;9;1;0,444444444;-1,169925001
;1092141;1091857;;-;-;SCO1033;hypothetical protein;5;9;1;0,555555556;-0,847996907
;2998515;2997349;;-;-;SCO2751;hypothetical protein;5;9;1;0,555555556;-0,847996907
;4386217;4386522;;+;-;SCO3987;hypothetical protein;5;9;1;0,555555556;-0,847996907
;5248573;5247215;;-;-;SCO4817;Ser/Thr protein kinase;5;9;1;0,555555556;-0,847996907
;8610851;8611627;;+;-;SCO7784;oxidoreductase;5;9;1;0,555555556;-0,847996907
;8637242;8636400;;-;-;SCO7817;DNA-binding protein;5;9;1;0,555555556;-0,847996907
;661707;662291;;+;-;SCO0621;hypothetical protein;6;9;1;0,666666667;-0,584962501
;903969;902743;;-;-;SCO0856;hypothetical protein;6;9;1;0,666666667;-0,584962501
;1275235;1275696;;+;-;SCO1203;MutT-like protein;6;9;1;0,666666667;-0,584962501
;3791103;3790939;;-;rpmG;SCO3428;50S ribosomal protein L33;6;9;1;0,666666667;-0,584962501
;4157484;4158338;;+;-;SCO3781;hypothetical protein;6;9;1;0,666666667;-0,584962501
;6812417;6814648;;+;-;SCO6199;esterase;6;9;1;0,666666667;-0,584962501
;7123131;7123883;;+;-;SCO6440;hypothetical protein;6;9;1;0,666666667;-0,584962501
;2338170;2337400;;-;-;SCO2174;transferase;7;9;1;0,777777778;-0,362570079
;6984273;6984983;;+;-;SCO6324;hydrolase;7;9;1;0,777777778;-0,362570079
;8216238;8216423;;+;-;SCO7403;hypothetical protein;7;9;1;0,777777778;-0,362570079
;618788;617913;;-;-;SCO0576;oxidoreductase;8;9;1;0,888888889;-0,169925001
;804091;805122;;+;-;SCO0759;hypothetical protein;8;9;1;0,888888889;-0,169925001
;1972880;1971753;;-;-;SCO1843;hypothetical protein;8;9;1;0,888888889;-0,169925001
;5453774;5453983;;+;-;SCO5018;hypothetical protein;8;9;1;0,888888889;-0,169925001
;5552093;5554408;;+;-;SCO5110;lipoprotein;8;9;1;0,888888889;-0,169925001
;8454701;8455840;;+;-;SCO7628;hypothetical protein;8;9;1;0,888888889;-0,169925001
;1008646;1007306;;-;-;SCO0958;hypothetical protein;9;9;1;1;0
;1370161;1368938;;-;-;SCO1294;cystathionine gamma-synthase;9;9;1;1;0
;1642515;1642057;;-;-;SCO1535;hypothetical protein;9;9;1;1;0
;1729475;1730659;;+;-;SCO1617;hypothetical protein;9;9;1;1;0
;3203507;3202209;;-;-;SCO2946;sugar transporter sugar-binding protein;9;9;1;1;0
;4112645;4111533;;-;-;SCO3740;histidine kinase;9;9;1;1;0
;4903479;4903841;;+;-;SCO4484;hypothetical protein;9;9;1;1;0
;5489640;5490971;;+;-;SCO5050;nucleotide-sugar dehydrogenase;9;9;1;1;0
;7321337;7320012;;-;-;SCO6600;transcriptional regulator;9;9;1;1;0
;8008499;8009599;;+;-;SCO7206;hypothetical protein;9;9;1;1;0
;8141513;8139603;;-;-;SCO7329;long-chain-fatty-acid-CoA ligase;9;9;1;1;0
;427610;428614;;+;-;SCO0407;transcriptional regulator;10;9;1;1,111111111;0,152003093
;1242783;1242334;;-;-;SCO1178;hypothetical protein;10;9;1;1,111111111;0,152003093
;1380627;1379824;;-;-;SCO1303;hypothetical protein;10;9;1;1,111111111;0,152003093
;2579862;2580962;;+;-;SCO2407;aldose 1-epimerase;10;9;1;1,111111111;0,152003093
;3617075;3617377;;+;-;SCO3271;dehydrogenase;10;9;1;1,111111111;0,152003093
;3666265;3666957;;+;-;SCO3315;transcriptional regulator;10;9;1;1,111111111;0,152003093
;3797490;3799043;;+;-;SCO3436;fatty acid CoA ligase;10;9;1;1,111111111;0,152003093
;4445276;4447045;;+;-;SCO4053;transport integral membrane protein;10;9;1;1,111111111;0,152003093
;4452730;4452173;;-;-;SCO4061;hypothetical protein;10;9;1;1,111111111;0,152003093
;4501464;4500505;;-;-;SCO4102;MerR family transcriptional regulator;10;9;1;1,111111111;0,152003093
;5166604;5167686;;+;-;SCO4755;transcriptional regulator;10;9;1;1,111111111;0,152003093
;6376354;6377946;;+;-;SCO5827;transmembrane transport protein;10;9;1;1,111111111;0,152003093
;7091758;7092432;;+;-;SCO6422;two-component system regulatory protein;10;9;1;1,111111111;0,152003093
;8332218;8333516;;+;-;SCO7517;hypothetical protein;10;9;1;1,111111111;0,152003093
;8613841;8613473;;-;-;SCO7787;hypothetical protein;10;9;1;1,111111111;0,152003093
;65092;65679;;+;-;SCO0075;hypothetical protein;11;9;1;1,222222222;0,289506617
;4015136;4013901;;-;-;SCO3636;cytochrome P-450 hydroxylase;11;9;1;1,222222222;0,289506617
;4503476;4502820;;-;-;SCO4104;hypothetical protein;11;9;1;1,222222222;0,289506617
;6229324;6228128;;-;-;SCO5713;ABC transporter ATP-binding protein;11;9;1;1,222222222;0,289506617
;7384871;7385545;;+;-;SCO6649;hypothetical protein;11;9;1;1,222222222;0,289506617
;8451080;8452201;;+;-;SCO7625;monooxygenase;11;9;1;1,222222222;0,289506617
;1139479;1140312;;+;-;SCO1079;hypothetical protein;12;9;1;1,333333333;0,415037499
;2011522;2010725;;-;-;SCO1878;hypothetical protein;12;9;1;1,333333333;0,415037499
;2396807;2395074;;-;-;SCO2228;alpha-glucosidase;12;9;1;1,333333333;0,415037499
;4524821;4526149;;+;-;SCO4119;NADH dehydrogenase;12;9;1;1,333333333;0,415037499
;5852252;5851470;;-;-;SCO5383;ABC transporter ATP-binding protein;12;9;1;1,333333333;0,415037499
;6145467;6147128;;+;-;SCO5647;ABC transporter;12;9;1;1,333333333;0,415037499
;7478448;7479494;;+;-;SCO6723;oxidoreductase;12;9;1;1,333333333;0,415037499
;1821800;1822441;;+;-;SCO1702;transcriptional regulator;13;9;1;1,444444444;0,530514717
;4563670;4564533;;+;-;SCO4147;hypothetical protein;13;9;1;1,444444444;0,530514717
;6775270;6777756;;+;-;SCO6172;oxidoreductase;13;9;1;1,444444444;0,530514717
;8003086;8002667;;-;-;SCO7198;regulatory protein;13;9;1;1,444444444;0,530514717
;91790;90951;;-;-;SCO0110;DNA-binding protein;14;9;1;1,555555556;0,637429921
;266356;267513;;+;-;SCO0275;transcriptional repressor protein;14;9;1;1,555555556;0,637429921
;802797;803807;;+;-;SCO0757;phosphatase;14;9;1;1,555555556;0,637429921
;1243639;1244799;;+;-;SCO1180;DNA polymerase III subunit beta;14;9;1;1,555555556;0,637429921
;4666257;4666985;;+;-;SCO4255;hypothetical protein;14;9;1;1,555555556;0,637429921
;8532741;8534048;;+;-;SCO7697;hydrolase;14;9;1;1,555555556;0,637429921
;303084;303971;;+;-;SCO0307;DNA-binding protein;15;9;1;1,666666667;0,736965594
;1854635;1855009;;+;-;SCO1737;hypothetical protein;15;9;1;1,666666667;0,736965594
;2445705;2446967;;+;-;SCO2276;hypothetical protein;15;9;1;1,666666667;0,736965594
;4601497;4602498;;+;-;SCO4193;ATP/GTP-binding membrane protein;15;9;1;1,666666667;0,736965594
;4758560;4757715;;-;-;SCO4344;transposase;15;9;1;1,666666667;0,736965594
;6685490;6686323;;+;-;SCO6087;transport system integral membrane protein;15;9;1;1,666666667;0,736965594
;6731834;6730923;;-;-;SCO6129;DNA-binding protein;15;9;1;1,666666667;0,736965594
;986247;986720;;+;-;SCO0940;MarR family regulatory protein;16;9;1;1,777777778;0,830074999
;3004794;3006641;;+;-;SCO2758;beta-N-acetylglucosaminidase;16;9;1;1,777777778;0,830074999
;3974824;3974012;;-;-;SCO3597;hypothetical protein;16;9;1;1,777777778;0,830074999
;5786088;5785753;;-;-;SCO5314;whiE protein VII;16;9;1;1,777777778;0,830074999
;8620857;8620339;;-;-;SCO7798;transposase;16;9;1;1,777777778;0,830074999
;276938;278827;;+;-;SCO0285;sodium/proton antiporter;17;9;1;1,888888889;0,91753784
;611488;610415;;-;-;SCO0568;polyprenyl synthetase;17;9;1;1,888888889;0,91753784
;3434364;3433453;;-;-;SCO3132;trans-aconitate 2-methyltransferase;17;9;1;1,888888889;0,91753784
;6221737;6225837;;+;-;SCO5710;large Pro/Ala/Gly-rich protein;17;9;1;1,888888889;0,91753784
;645101;643926;;-;-;SCO0604;hypothetical protein;18;9;1;2;1
;1495871;1494024;;-;-;SCO1405;HSP90 family protein;18;9;1;2;1
;3061961;3061566;;-;-;SCO2804;hypothetical protein;18;9;1;2;1
;4089171;4088998;;-;-;SCO3713;hypothetical protein;18;9;1;2;1
;4904976;4905383;;+;-;SCO4486;hypothetical protein;18;9;1;2;1
;7671335;7672108;;+;-;SCO6907;DNA ligase;18;9;1;2;1
;4571295;4571696;;+;-;SCO4154;hypothetical protein;19;9;1;2,111111111;1,078002512
;7488326;7487571;;-;-;SCO6733;transcriptional regulator;19;9;1;2,111111111;1,078002512
;8584197;8584610;8584610;+;-;SCO7750;hypothetical protein;19;9;1;2,111111111;1,078002512
;438287;437253;;-;-;SCO0420;homoserine dehydrogenase;20;9;1;2,222222222;1,152003093
;1198323;1199822;;+;-;SCO1140;hypothetical protein;21;9;1;2,333333333;1,222392421
;826361;826669;;+;-;SCO0778;hypothetical protein;22;9;1;2,444444444;1,289506617
;4617858;4616569;;-;-;SCO4208;integral membrane transport protein;22;9;1;2,444444444;1,289506617
;951217;951522;;+;-;SCO0905;hypothetical protein;24;9;1;2,666666667;1,415037499
;4585837;4586589;;+;-;SCO4171;hypothetical protein;25;9;1;2,777777778;1,473931188
;7728259;7727111;;-;-;SCO6961;hypothetical protein;4;10;1;0,4;-1,321928095
;8089106;8089903;;+;-;SCO7283;hydroxylase;4;10;1;0,4;-1,321928095
;3295215;3296525;;+;-;SCO3019;lipoprotein;5;10;1;0,5;-1
;5621463;5623244;;+;-;SCO5174;transferase;5;10;1;0,5;-1
;5810810;5811163;;+;-;SCO5338;regulatory protein;5;10;1;0,5;-1
;5882513;5882656;;+;-;SCO5412;hypothetical protein;5;10;1;0,5;-1
;8544375;8544659;;+;-;SCO7707;hypothetical protein;5;10;1;0,5;-1
;3181757;3182404;;+;-;SCO2930;permease membrane protein;6;10;1;0,6;-0,736965594
;5786601;5786122;;-;-;SCO5315;polyketide cyclase;6;10;1;0,6;-0,736965594
;6160669;6159509;;-;-;SCO5660;peptidase;6;10;1;0,6;-0,736965594
;6751304;6752737;;+;-;SCO6150;ADA-like regulatory protein;6;10;1;0,6;-0,736965594
;8304672;8306609;;+;-;SCO7493;hypothetical protein;6;10;1;0,6;-0,736965594
;761675;761896;;+;-;SCO0718;hypothetical protein;7;10;1;0,7;-0,514573173
;864811;865563;;+;-;SCO0815;hypothetical protein;7;10;1;0,7;-0,514573173
;2891886;2892797;;+;-;SCO2660;sugar transport membrane protein;7;10;1;0,7;-0,514573173
;7559630;7560658;;+;tdh;SCO6799;L-threonine 3-dehydrogenase;7;10;1;0,7;-0,514573173
;8336018;8334804;;-;-;SCO7520;hypothetical protein;7;10;1;0,7;-0,514573173
;742083;740314;;-;-;SCO0700;ABC transporter ATP-binding protein;8;10;1;0,8;-0,321928095
;2202760;2204337;;+;-;SCO2055;hypothetical protein;8;10;1;0,8;-0,321928095
;4877431;4879017;;+;-;SCO4456;membrane-associated oxidoreductase;8;10;1;0,8;-0,321928095
;5244607;5243963;;-;-;SCO4815;hypothetical protein;8;10;1;0,8;-0,321928095
;6994433;6991755;;-;-;SCO6334;transcriptional regulator;8;10;1;0,8;-0,321928095
;8163849;8164718;;+;-;SCO7351;AraC family transcription regulator;8;10;1;0,8;-0,321928095
;8195889;8197229;;+;-;SCO7384;transmembrane transport protein;8;10;1;0,8;-0,321928095
;8416959;8415439;;-;-;SCO7590;catalase;8;10;1;0,8;-0,321928095
;8442160;8439704;;-;-;SCO7613;hypothetical protein;8;10;1;0,8;-0,321928095
;122743;125502;;+;-;SCO0132;transcriptional regulator;9;10;1;0,9;-0,152003093
;296305;294494;;-;-;SCO0300;monooxygenase;9;10;1;0,9;-0,152003093
;709685;711268;;+;-;SCO0670;glycerol-3-phosphate dehydrogenase;9;10;1;0,9;-0,152003093
;3847649;3846702;;-;-;SCO3483;integral membrane transport protein;9;10;1;0,9;-0,152003093
;7078585;7079868;;+;-;SCO6412;aminotransferase;9;10;1;0,9;-0,152003093
;8145319;8143094;;-;-;SCO7332;glycogen branching protein;9;10;1;0,9;-0,152003093
;8530953;8529982;;-;-;SCO7693;oxidoreductase;9;10;1;0,9;-0,152003093
;8635620;8636324;;+;-;SCO7816;hypothetical protein;9;10;1;0,9;-0,152003093
;182038;180821;;-;-;SCO0191;lycopene cyclase;10;10;1;1;0
;201374;202090;;+;-;SCO0211;hypothetical protein;10;10;1;1;0
;844881;846116;;+;-;SCO0798;hypothetical protein;10;10;1;1;0
;2394982;2394422;;-;-;SCO2227;acetyltransferase;10;10;1;1;0
;3244399;3245682;;+;-;SCO2979;integral membrane transport protein;10;10;1;1;0
;3697673;3696891;;-;-;SCO3340;hypothetical protein;10;10;1;1;0
;5330904;5331857;;+;-;SCO4897;transcriptional regulator;10;10;1;1;0
;6873105;6872329;;-;-;SCO6249;3-oxoacyl-ACP reductase;10;10;1;1;0
;7476734;7477642;;+;-;SCO6721;hypothetical protein;10;10;1;1;0
;156338;157141;;+;-;SCO0166;regulator;11;10;1;1,1;0,137503524
;771628;772362;;+;-;SCO0728;regulatory protein;11;10;1;1,1;0,137503524
;1700806;1699562;;-;-;SCO1590;hypothetical protein;11;10;1;1,1;0,137503524
;4847875;4846352;;-;-;SCO4428;hypothetical protein;11;10;1;1,1;0,137503524
;5184449;5185669;;+;-;SCO4772;transposase;11;10;1;1,1;0,137503524
;7338883;7337453;;-;-;SCO6616;hypothetical protein;11;10;1;1,1;0,137503524
;7541155;7540064;;-;-;SCO6782;zinc-binding alcohol dehydrogenase;11;10;1;1,1;0,137503524
;7844776;7845501;;+;-;SCO7055;methyltransferase;11;10;1;1,1;0,137503524
;7980885;7978957;;-;-;SCO7179;amidase;11;10;1;1,1;0,137503524
;8605640;8604711;;-;-;SCO7777;hydrolase;11;10;1;1,1;0,137503524
;2129776;2129270;;-;-;SCO1992;hypothetical protein;12;10;1;1,2;0,263034406
;2687633;2684904;;-;-;SCO2494;pyruvate phosphate dikinase;12;10;1;1,2;0,263034406
;3535848;3535054;;-;-;SCO3223;ABC transporter;12;10;1;1,2;0,263034406
;5168216;5169475;;+;-;SCO4757;hypothetical protein;12;10;1;1,2;0,263034406
;5199496;5201109;;+;gabD2;SCO4780;succinic semialdehyde dehydrogenase;12;10;1;1,2;0,263034406
;5405884;5402381;;-;-;SCO4969;regulatory protein;12;10;1;1,2;0,263034406
;5551920;5551480;;-;-;SCO5109;hypothetical protein;12;10;1;1,2;0,263034406
;7766112;7762852;;-;-;SCO6994;hypothetical protein;12;10;1;1,2;0,263034406
;7891305;7892660;;+;-;SCO7101;dehydrogenase;12;10;1;1,2;0,263034406
;1402574;1403737;;+;-;SCO1327;hypothetical protein;13;10;1;1,3;0,378511623
;1840857;1841672;;+;-;SCO1720;ABC-transporter transmembrane protein;13;10;1;1,3;0,378511623
;3998255;3999019;;+;-;SCO3620;hypothetical protein;13;10;1;1,3;0,378511623
;4787774;4787160;;-;-;SCO4372;hypothetical protein;13;10;1;1,3;0,378511623
;8072654;8072211;;-;-;SCO7261;hypothetical protein;13;10;1;1,3;0,378511623
;1454293;1454712;;+;-;SCO1377;molibdenum binding protein;14;10;1;1,4;0,485426827
;3664890;3663973;;-;-;SCO3313;hypothetical protein;14;10;1;1,4;0,485426827
;4718317;4719066;;+;-;SCO4304;oxidoreductase;14;10;1;1,4;0,485426827
;4981197;4981952;;+;-;SCO4564;NADH dehydrogenase subunit C;14;10;1;1,4;0,485426827
;5529720;5528935;;-;-;SCO5086;ketoacyl reductase;14;10;1;1,4;0,485426827
;6294128;6294394;;+;-;SCO5757;hypothetical protein;14;10;1;1,4;0,485426827
;2714775;2713432;;-;-;SCO2518;two-component sensor kinase;15;10;1;1,5;0,584962501
;3073546;3072689;;-;-;SCO2814;methyltransferase;15;10;1;1,5;0,584962501
;3242925;3244322;;+;-;SCO2978;hypothetical protein;15;10;1;1,5;0,584962501
;3293063;3294226;;+;-;SCO3017;hypothetical protein;15;10;1;1,5;0,584962501
;3783685;3782903;;-;-;SCO3417;ABC transporter;15;10;1;1,5;0,584962501
;8165128;8165595;;+;-;SCO7353;hypothetical protein;15;10;1;1,5;0,584962501
;136100;134295;;-;-;SCO0142;hypothetical protein;16;10;1;1,6;0,678071905
;444752;445588;;+;-;SCO0427;hydrolase;16;10;1;1,6;0,678071905
;730352;730987;;+;-;SCO0689;oxidoreductase, iron-sulfur binding subunit;16;10;1;1,6;0,678071905
;1416381;1415191;;-;-;SCO1338;monooxygenase;16;10;1;1,6;0,678071905
;1479786;1482173;;+;-;SCO1394;glycosyl hydrolase;16;10;1;1,6;0,678071905
;3608776;3608420;;-;-;SCO3258;regulatory protein;16;10;1;1,6;0,678071905
;4062587;4064491;;+;-;SCO3679;hypothetical protein;16;10;1;1,6;0,678071905
;4613136;4614626;;+;-;SCO4204;glycosyltransferase;16;10;1;1,6;0,678071905
;5779410;5780234;;+;-;SCO5307;hypothetical protein;16;10;1;1,6;0,678071905
;6315651;6316337;;+;-;SCO5778;two-component system regulator;16;10;1;1,6;0,678071905
;799944;802766;;+;-;SCO0756;ABC transporter;17;10;1;1,7;0,765534746
;2668561;2667818;;-;-;SCO2476;dehydrogenase/reductase;17;10;1;1,7;0,765534746
;5271402;5270746;;-;-;SCO4838;hypothetical protein;17;10;1;1,7;0,765534746
;491901;492881;;+;-;SCO0471;AraC family transcription regulator;18;10;1;1,8;0,847996907
;1226297;1228969;;+;-;SCO1167;helicase;18;10;1;1,8;0,847996907
;1305813;1304188;;-;-;SCO1230;tripeptidylaminopeptidase;18;10;1;1,8;0,847996907
;7680447;7679755;;-;-;SCO6916;hypothetical protein;18;10;1;1,8;0,847996907
;228154;227081;;-;-;SCO0239;hypothetical protein;19;10;1;1,9;0,925999419
;1004710;1004534;;-;-;SCO0955;hypothetical protein;19;10;1;1,9;0,925999419
;3793668;3792412;;-;-;SCO3432;hypothetical protein;19;10;1;1,9;0,925999419
5797677;;;5797608;-;-;SCOt54;Xaa tRNA;19;10;1;1,9;0,925999419
;8586500;8586108;;-;-;SCO7753;hypothetical protein;19;10;1;1,9;0,925999419
;1359896;1361419;;+;-;SCO1289;GntR family transcriptional regulator;20;10;1;2;1
;2415018;2412958;;-;-;SCO2244;Ser/Thr protein kinase;20;10;1;2;1
;3074377;3075477;;+;-;SCO2816;hypothetical protein;20;10;1;2;1
;690228;690923;;+;-;SCO0648;methyltransferase;22;10;1;2,2;1,137503524
;7942508;7942861;;+;-;SCO7148;hypothetical protein;22;10;1;2,2;1,137503524
;2665196;2666839;;+;-;SCO2474;metalloproteinase;1;11;1;0,090909091;-3,459431619
;3179765;3178620;;-;-;SCO2927;4-hydroxyphenylpyruvate dioxygenase;4;11;1;0,363636364;-1,459431619
;7837144;7837980;;+;uppP;SCO7047;UDP pyrophosphate phosphatase;4;11;1;0,363636364;-1,459431619
;7944414;7943578;;-;-;SCO7150;acetyltransferase;4;11;1;0,363636364;-1,459431619
;8191414;8190704;;-;-;SCO7378;hypothetical protein;5;11;1;0,454545455;-1,137503524
;8246125;8247111;;+;-;SCO7433;small neutral protease regulatory protein;5;11;1;0,454545455;-1,137503524
;6648851;6648450;;-;-;SCO6056;hypothetical protein;6;11;1;0,545454545;-0,874469118
;8307055;8306615;;-;-;SCO7494;hypothetical protein;6;11;1;0,545454545;-0,874469118
;506842;507348;;+;-;SCO0487;MarR family transcriptional regulator;7;11;1;0,636363636;-0,652076697
;967613;966843;;-;-;SCO0921;hypothetical protein;7;11;1;0,636363636;-0,652076697
;6818094;6817450;;-;-;SCO6202;hypothetical protein;7;11;1;0,636363636;-0,652076697
;7151007;7151501;;+;-;SCO6462;methylated-DNA-protein-cysteine methyltransferase;7;11;1;0,636363636;-0,652076697
;8031982;8033013;;+;-;SCO7227;hypothetical protein;7;11;1;0,636363636;-0,652076697
;2376676;2377257;;+;-;SCO2213;regulatory protein;8;11;1;0,727272727;-0,459431619
;3981350;3979806;;-;-;SCO3603;potassium/proton antiporter;8;11;1;0,727272727;-0,459431619
;5342180;5342584;;+;-;SCO4910;hypothetical protein;8;11;1;0,727272727;-0,459431619
;6029031;6028474;;-;-;SCO5533;hypothetical protein;8;11;1;0,727272727;-0,459431619
;7055713;7055321;;-;-;SCO6389;hypothetical protein;8;11;1;0,727272727;-0,459431619
;7692905;7691781;;-;-;SCO6927;hypothetical protein;8;11;1;0,727272727;-0,459431619
;7752603;7751527;;-;-;SCO6984;oxidoreductase;8;11;1;0,727272727;-0,459431619
;1092244;1092897;;+;-;SCO1034;TetR family transcriptional regulator;9;11;1;0,818181818;-0,289506617
;3870205;3869438;;-;-;SCO3502;3-oxoacyl-ACP reductase;9;11;1;0,818181818;-0,289506617
;4079089;4079502;;+;-;SCO3700;heavy metal reductase;9;11;1;0,818181818;-0,289506617
;5443832;5445088;;+;-;SCO5006;septum site-determining protein;9;11;1;0,818181818;-0,289506617
;6942543;6941746;;-;-;SCO6282;3-oxoacyl-ACP reductase;9;11;1;0,818181818;-0,289506617
;7090613;7091761;;+;-;SCO6421;two-component system sensor kinase;9;11;1;0,818181818;-0,289506617
;7541619;7541152;;-;-;SCO6783;hypothetical protein;9;11;1;0,818181818;-0,289506617
;601052;600051;;-;-;SCO0559;hypothetical protein;10;11;1;0,909090909;-0,137503524
;1231648;1233093;;+;-;SCO1170;xylulose kinase;10;11;1;0,909090909;-0,137503524
;2047614;2047117;;-;-;SCO1910;alanine-rich protein;10;11;1;0,909090909;-0,137503524
;2670111;2669524;;-;-;SCO2478;reductase;10;11;1;0,909090909;-0,137503524
;3726905;3726219;;-;-;SCO3368;peptidase;10;11;1;0,909090909;-0,137503524
;4064888;4065388;;+;-;SCO3681;hypothetical protein;10;11;1;0,909090909;-0,137503524
;4453855;4453499;;-;-;SCO4063;hypothetical protein;10;11;1;0,909090909;-0,137503524
;6551536;6552975;;+;-;SCO5977;amino acid permease;10;11;1;0,909090909;-0,137503524
;6728081;6728752;;+;-;SCO6125;membrane lipoprotein;10;11;1;0,909090909;-0,137503524
7740493;;;7740566;+;-;SCOt64;Pro tRNA;10;11;1;0,909090909;-0,137503524
;1131094;1130429;;-;-;SCO1070;two component system response regulator;11;11;1;1;0
;1235615;1236874;;+;-;SCO1173;transcriptional regulator;11;11;1;1;0
;3398953;3397490;;-;-;SCO3102;protein kinase;11;11;1;1;0
;3962279;3963043;;+;-;SCO3583;integral membrane regulator;11;11;1;1;0
;4880076;4879075;;-;-;SCO4457;hypothetical protein;11;11;1;1;0
;5513452;5512268;;-;-;SCO5070;hydroxylacyl-CoA dehydrogenase;11;11;1;1;0
;6671184;6672188;;+;-;SCO6077;transferase;11;11;1;1;0
;7053632;7054015;;+;-;SCO6386;hypothetical protein;11;11;1;1;0
;7076284;7073756;;-;-;SCO6408;Clp protease ATP binding subunit;11;11;1;1;0
;8275533;8274847;;-;-;SCO7461;hydrolase;11;11;1;1;0
;137197;137556;;+;-;SCO0144;hypothetical protein;12;11;1;1,090909091;0,125530882
;239858;240523;;+;-;SCO0250;transcriptional regulator;12;11;1;1,090909091;0,125530882
;2316216;2314942;;-;-;SCO2153;hypothetical protein;12;11;1;1,090909091;0,125530882
;3225055;3224084;;-;-;SCO2964;LysR family transcriptional regulator;12;11;1;1,090909091;0,125530882
;3329406;3330596;;+;-;SCO3042;transcriptional regulator;12;11;1;1,090909091;0,125530882
;5252229;5250091;;-;-;SCO4820;Ser/Thr protein kinase;12;11;1;1,090909091;0,125530882
;6104868;6106493;;+;-;SCO5603;hypothetical protein;12;11;1;1,090909091;0,125530882
;6418515;6419081;;+;-;SCO5861;hypothetical protein;12;11;1;1,090909091;0,125530882
;6968472;6967471;;-;-;SCO6308;hydrolase;12;11;1;1,090909091;0,125530882
;7433569;7437084;;+;-;SCO6688;hypothetical protein;12;11;1;1,090909091;0,125530882
;3338276;3339850;;+;-;SCO3047;hypothetical protein;13;11;1;1,181818182;0,2410081
;4321756;4323594;;+;-;SCO3928;thiamine biosynthesis protein ThiC;13;11;1;1,181818182;0,2410081
;4649833;4648427;;-;-;SCO4242;hypothetical protein;13;11;1;1,181818182;0,2410081
;7694997;7692907;;-;-;SCO6928;O-methyltransferase;13;11;1;1,181818182;0,2410081
