Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;PS04;MGP10;qValue;fold;log2
;5321317;5322441;;+;-;SCO4887;sugar ABC transporter integral membrane protein;31;32;1;0,96875;-0,04580369
5715804;5715773;5715144;5715144;-;-;SCO5256;hypothetical protein;31;32;1;0,96875;-0,04580369
433645;433513;432617;432617;-;-;SCO0414;RNA polymerase sigma factor;32;32;1;1;0
4991249;4991249;4993213;4993213;+;-;SCO4573;NADH dehydrogenase subunit L;33;32;0,791714941;1,03125;0,044394119
6664028;6664069;6666069;6666069;+;-;SCO6072;hypothetical protein;33;32;0,799695138;1,03125;0,044394119
3850388;3850388;3851866;3852047;+;-;SCO3486;aldehyde dehydrogenase;35;32;0,809976849;1,09375;0,129283017
5638121;5638145;5641813;5641813;+;-;SCO5184;ATP-dependent DNA helicase;35;32;0,233866811;1,09375;0,129283017
5999528;5999549;6002875;6002875;+;-;SCO5511;membrane associated phophodiesterase;35;32;0,234172425;1,09375;0,129283017
6507329;6507329;6507988;;+;-;SCO5940;hypothetical protein;36;32;1;1,125;0,169925001
8087623;8087622;8087020;8087020;-;-;SCO7280;ATP-dependent Clp protease proteolytic subunit 2;37;32;1;1,15625;0,209453366
;4602491;4603132;4603163;+;-;SCO4194;TetR family transcriptional regulator;38;32;1;1,1875;0,247927513
8384098;8384098;8383565;8383565;-;-;SCO7560;MutT-family protein;38;32;1;1,1875;0,247927513
7808127;7808129;7809061;7809061;+;-;SCO7022;hypothetical protein;39;32;0,940662101;1,21875;0,285402219
6876381;6876381;6877070;6877378;+;-;SCO6254;two-component system response regulator;40;32;1;1,25;0,321928095
954429;954429;953440;953414;-;-;SCO0909;hypothetical protein;42;32;0,591204193;1,3125;0,392317423
7901213;7901153;7900740;7900740;-;-;SCO7111;hydroperoxide resistance protein;42;32;1;1,3125;0,392317423
8103490;8103490;8100524;8100441;-;-;SCO7295;LuxR family transcriptional regulator;43;32;0,052333894;1,34375;0,426264755
;8105400;8103907;;-;-;SCO7297;two-component sensor histidine kinase;43;32;0,243538709;1,34375;0,426264755
;1529751;1531607;1531607;+;-;SCO1434;CbxX/CfqX family protein;46;32;0,120137061;1,4375;0,523561956
3321528;3321701;3322195;3322195;+;-;SCO3035;hypothetical protein;46;32;0,893012955;1,4375;0,523561956
1973765;1973717;1972995;1972931;-;-;SCO1844;aldolase;51;32;0,376784282;1,59375;0,672425342
4734673;4734673;4732070;4732040;-;-;SCO4321;hypothetical protein;55;32;0,002850941;1,71875;0,781359714
2549404;2549404;2549871;2549871;+;-;SCO2379;acetyltransferase;65;32;0,176012987;2,03125;1,022367813
3982033;3982106;3982402;3982417;+;-;SCO3605;hypothetical protein;65;32;0,259926031;2,03125;1,022367813
4838327;4838327;4839085;4839222;+;-;SCO4422;hydrolase;68;32;0,031095935;2,125;1,087462841
78266;77314;76895;76895;-;-;SCO0090;transposase;76;32;0,044281105;2,375;1,247927513
5158372;5158372;5158001;5157631;-;acpS;SCO4744;4'-phosphopantetheinyl transferase;76;32;0,062221889;2,375;1,247927513
;5017434;5016376;5016376;-;-;SCO4594;2-oxoglutarate ferredoxin oxidoreductase subunit beta;86;32;7,29E-05;2,6875;1,426264755
;4827368;4826082;4825682;-;-;SCO4408;hypothetical protein;103;32;7,71E-09;3,21875;1,686500527
;7136902;7137906;;+;-;SCO6452;transport permease;195;32;1,05E-33;6,09375;2,607330314
159372;159372;160025;160109;+;-;SCO0169;hypothetical protein;248;32;1,62E-42;7,75;2,95419631
4183322;4183789;4184793;;+;-;SCO3804;AraC family transcription regulator;15;33;0,048682089;0,454545455;-1,137503524
4759199;4758560;4757715;4757634;-;-;SCO4344;transposase;15;33;0,053874243;0,454545455;-1,137503524
6946400;6946379;6945705;6945705;-;-;SCO6286;regulatory protein;15;33;0,050503031;0,454545455;-1,137503524
;7562872;7563450;;+;-;SCO6802;DNA-binding protein;15;33;0,059234763;0,454545455;-1,137503524
730290;730352;730987;;+;-;SCO0689;oxidoreductase, iron-sulfur binding subunit;16;33;0,074387772;0,484848485;-1,044394119
3187042;3187042;3186380;3186380;-;-;SCO2935;transcriptional regulator;16;33;0,071759408;0,484848485;-1,044394119
6157573;6157741;6158940;6158952;+;-;SCO5658;polyamine-binding lipoprotein;16;33;0,097141659;0,484848485;-1,044394119
7236960;7236940;7236695;7236686;-;-;SCO6543;hypothetical protein;16;33;0,134420482;0,484848485;-1,044394119
;7850449;7851291;7851291;+;-;SCO7062;methylase;21;33;0,477454507;0,636363636;-0,652076697
931212;931212;929779;929766;-;-;SCO0884;oxidoreductase;22;33;0,690400448;0,666666667;-0,584962501
3923667;3923371;3920987;3920962;-;hppA;SCO3547;membrane-bound proton-translocating pyrophosphatase;22;33;1;0,666666667;-0,584962501
471415;471415;472314;472391;+;-;SCO0452;SIR2-like regulatory protein;24;33;0,831877133;0,727272727;-0,459431619
736520;736520;737506;737506;+;-;SCO0695;hypothetical protein;28;33;1;0,848484848;-0,237039197
3025502;3025492;3024620;3024615;-;-;SCO2773;acyl CoA thioesterase II;28;33;1;0,848484848;-0,237039197
7057809;7057809;7059026;7059026;+;-;SCO6391;IS110 transposase/integrase;28;33;1;0,848484848;-0,237039197
7756786;7756784;7755621;7755595;-;-;SCO6988;oxidoreductase;28;33;1;0,848484848;-0,237039197
1596323;1596323;1595436;1595435;-;-;SCO1493;hypothetical protein;29;33;1;0,878787879;-0,186413124
4451597;4451653;4452063;4452109;+;-;SCO4060;hypothetical protein;29;33;1;0,878787879;-0,186413124
8385997;8385997;8385161;;-;-;SCO7562;transcriptional regulator;29;33;1;0,878787879;-0,186413124
4147062;4147062;4148024;4148024;+;-;SCO3773;LysR family transcriptional regulator;30;33;1;0,909090909;-0,137503524
7188888;7188888;7187926;7187926;-;-;SCO6495;dehydrogenase;30;33;1;0,909090909;-0,137503524
3659537;3659537;3658635;3658547;-;-;SCO3307;hypothetical protein;33;33;1;1;0
5875298;5875298;5875966;;+;-;SCO5403;two-component system response regulator;33;33;1;1;0
4477735;4477740;4478348;4478348;+;-;SCO4084;hypothetical protein;35;33;1;1,060606061;0,084888898
82466;82441;81602;81602;-;-;SCO0098;transposase;36;33;1;1,090909091;0,125530882
7676498;7676473;7675634;7675634;-;-;SCO6910;insertion element transposase;36;33;1;1,090909091;0,125530882
609492;609517;610356;610356;+;-;SCO0567;insertion element transposase;37;33;1;1,121212121;0,165059246
3826335;3826473;3827312;3827312;+;-;SCO3467;transposase;37;33;1;1,121212121;0,165059246
5449247;5449378;5449575;5449577;+;-;SCO5012;hypothetical protein;37;33;1;1,121212121;0,165059246
3212738;3212738;3212154;3212154;-;-;SCO2954;RNA polymerase sigma factor SigL;38;33;1;1,151515152;0,203533394
;1207772;1209553;1209587;+;-;SCO1148;ABC transporter;41;33;0,369232464;1,242424242;0,313157885
7341583;7341633;7342907;7342907;+;-;SCO6621;hypothetical protein;41;33;0,58019861;1,242424242;0,313157885
;3746566;3744824;3744824;-;-;SCO3382;L-aspartate oxidase;42;33;0,328645716;1,272727273;0,347923303
6708353;6708353;6706680;6706680;-;-;SCO6106;acyl-CoA dehydrogenase;42;33;0,357773408;1,272727273;0,347923303
4549560;4549560;4547977;4547977;-;-;SCO4134;lipoprotein;43;33;0,293955135;1,303030303;0,381870635
8607437;8607539;8608480;8608480;+;-;SCO7780;transcriptional regulator;43;33;0,639230629;1,303030303;0,381870635
;2424293;2425390;;+;-;SCO2257;ABC transporter ATP-binding protein;46;33;0,358140912;1,393939394;0,479167837
;4018506;4017820;;-;-;SCO3640;two-component system regulator;47;33;0,690400448;1,424242424;0,510194732
3404297;3404297;3403521;3403140;-;-;SCO3107;lipoprotein;49;33;0,506686725;1,484848485;0,570315725
2615124;2615125;2616336;;+;-;SCO2437;hypothetical protein;50;33;0,160739449;1,515151515;0,59946207
4352455;4352455;4351997;;-;-;SCO3952;hypothetical protein;53;33;0,610466969;1,606060606;0,683526335
5433210;5433210;5434163;5434247;+;-;SCO4994;hypothetical protein;60;33;0,066671073;1,818181818;0,862496476
789943;789960;790541;790759;+;-;SCO0748;hydrolase;64;33;0,160739449;1,939393939;0,955605881
3027514;3027514;3029130;;+;-;SCO2776;acetyl/propionyl CoA carboxylase subunit beta;91;33;2,66E-07;2,757575758;1,463400521
4065489;4065489;4066526;4066526;+;-;SCO3682;delta fatty acid desaturase;10;34;2,01E-04;0,294117647;-1,765534746
239858;239858;240523;;+;-;SCO0250;transcriptional regulator;12;34;0,007409724;0,352941176;-1,502500341
7094757;7094757;7095527;7095527;+;-;SCO6425;hypothetical protein;12;34;0,00329151;0,352941176;-1,502500341
7760920;7760904;7759825;7759780;-;-;SCO6992;regulatory protein;15;34;0,036649877;0,441176471;-1,180572246
532336;532325;530970;;-;-;SCO0498;peptide monooxygenase;16;34;0,083398692;0,470588235;-1,087462841
165480;165406;165059;165059;-;-;SCO0175;hypothetical protein;17;34;0,153611624;0,5;-1
3275574;3275574;3275287;;-;-;SCO3002;hypothetical protein;17;34;0,162315934;0,5;-1
425226;425226;424609;424609;-;-;SCO0403;hypothetical protein;20;34;0,285018755;0,588235294;-0,765534746
3010976;3010867;3010475;3010441;-;-;SCO2762;hypothetical protein;20;34;0,322922629;0,588235294;-0,765534746
;4442968;4443588;;+;-;SCO4050;acetyltransferase;20;34;0,292691233;0,588235294;-0,765534746
2028005;2027953;2027561;2027561;-;-;SCO1893;lyase;21;34;0,33221223;0,617647059;-0,695145418
4629659;4629652;4628765;4628765;-;-;SCO4223;AraC family transcription regulator;22;34;0,452899875;0,647058824;-0,628031223
5063669;5063669;5062845;5062471;-;-;SCO4638;hypothetical protein;22;34;0,522882872;0,647058824;-0,628031223
847534;847534;846917;846917;-;-;SCO0800;TetR family transcriptional regulator;23;34;0,497388111;0,676470588;-0,563900885
;1132338;1131091;;-;-;SCO1071;two component system sensor kinase;23;34;0,70432543;0,676470588;-0,563900885
;4138738;4137713;;-;-;SCO3764;hypothetical protein;24;34;0,833445176;0,705882353;-0,502500341
7850187;7850187;7849651;7849651;-;-;SCO7061;MarR family transcriptional regulator;24;34;0,593887229;0,705882353;-0,502500341
1329747;1329747;1330901;1330901;+;-;SCO1259;two-component system sensor kinase;25;34;0,972355238;0,735294118;-0,443606651
2713423;2713423;2712740;2712287;-;-;SCO2517;two-component system response regulator;25;34;0,658583898;0,735294118;-0,443606651
6366349;6366349;6367236;6367238;+;-;SCO5819;sporulation transcription factor, WhiH;25;34;0,882700548;0,735294118;-0,443606651
;8593351;8594052;8594052;+;-;SCO7763;hypothetical protein;26;34;0,900419922;0,764705882;-0,387023123
;234873;233854;233829;-;-;SCO0245;hypothetical protein;27;34;1;0,794117647;-0,332575339
290584;290584;291165;291165;+;-;SCO0296;transcriptional regulator;27;34;0,852606988;0,794117647;-0,332575339
3435941;3435941;3434985;3434985;-;-;SCO3134;two-component system response regulator;27;34;1;0,794117647;-0,332575339
6051915;6052013;6053443;6053443;+;-;SCO5553;isopropylmalate isomerase large subunit;28;34;1;0,823529412;-0,280107919
1374103;1374103;1374549;1374631;+;-;SCO1299;transcriptional regulator;31;34;1;0,911764706;-0,133266531
4321502;4321502;4319961;4319961;-;-;SCO3927;hypothetical protein;32;34;1;0,941176471;-0,087462841
;220150;220764;;+;-;SCO0230;TetR family transcriptional regulator;33;34;1;0,970588235;-0,043068722
;2379677;2380330;2380380;+;-;SCO2216;two-component system response regulator;33;34;1;0,970588235;-0,043068722
;7093617;7092451;;-;-;SCO6423;lipoate-protein ligase;33;34;1;0,970588235;-0,043068722
;7231212;7230397;;-;-;SCO6536;hypothetical protein;36;34;1;1,058823529;0,08246216
3825225;3825371;3826210;3826210;+;-;SCO3466;transposase;37;34;1;1,088235294;0,121990524
3907244;3907269;3908108;3908108;+;-;SCO3539;transposase;37;34;1;1,088235294;0,121990524
6004980;6004980;6005504;6005522;+;ilvH;SCO5513;acetolactate synthase 3 regulatory subunit;37;34;1;1,088235294;0,121990524
43682;43682;42171;41810;-;-;SCO0055;membrane-associated oxidoreductase;39;34;0,637688295;1,147058824;0,197939378
219289;219302;220150;;+;-;SCO0229;short chain dehydrogenase;39;34;1;1,147058824;0,197939378
5431696;5431696;5433066;5433066;+;-;SCO4993;metal ion transport protein;40;34;0,610111301;1,176470588;0,234465254
5023382;5023382;5022159;5022159;-;-;SCO4598;two-component system sensor kinase;41;34;0,604319392;1,205882353;0,270089163
5170752;5170752;5169472;5169460;-;-;SCO4758;hypothetical protein;42;34;0,56003907;1,235294118;0,304854582
2605550;2605550;2608351;;+;-;SCO2430;beta-galactosidase;44;34;0,068861454;1,294117647;0,371968777
2854782;2854806;2856074;2856074;+;-;SCO2628;amino acid permease;50;34;0,151129496;1,470588235;0,556393349
8126915;8126915;8125470;8125398;-;-;SCO7319;oxidoreductase;50;34;0,137703837;1,470588235;0,556393349
2699616;2699575;2698679;2698655;-;-;SCO2501;DNA-binding protein;52;34;0,274828669;1,529411765;0,612976877
3173988;3173988;3173314;3173286;-;-;SCO2923;hypothetical protein;52;34;0,51329591;1,529411765;0,612976877
;1630244;1629081;1629081;-;-;SCO1525;sugar transferase;54;34;0,104275178;1,588235294;0,667424661
5959243;5959273;5959941;5959941;+;-;SCO5473;ATP/GTP binding protein;55;34;0,341636103;1,617647059;0,693896872
1524468;1524393;1523218;1523218;-;-;SCO1428;acyl-CoA dehydrogenase;58;34;0,049386915;1,705882353;0,770518154
;1631176;1630241;;-;-;SCO1526;lipid A biosynthesis lauroyl acyltransferase;59;34;0,095186668;1,735294118;0,795180208
8631557;8631557;8632408;8632408;+;-;SCO7813;hypothetical protein;59;34;0,134144548;1,735294118;0,795180208
4161369;4161347;4160268;4160263;-;-;SCO3784;hypothetical protein;65;34;0,017987248;1,911764706;0,934904972
;3465592;3465317;3465317;-;-;SCO3163;hypothetical protein;67;34;0,3217306;1,970588235;0,978626349
4086039;4086039;4087673;4087741;+;-;SCO3710;large integral membrane protein;126;34;4,89E-15;3,705882353;1,889817082
8398070;8398334;8398483;8398483;+;-;SCO7574;hypothetical protein;5;35;1,63E-08;0,142857143;-2,807354922
6107817;6107817;6108128;6108275;+;-;SCO5605;hypothetical protein;7;35;1,30E-07;0,2;-2,321928095
89073;89073;89465;89465;+;-;SCO0106;insertion element transposase;15;35;0,03749684;0,428571429;-1,222392421
94875;94872;94306;94192;-;-;SCO0116;TetR family transcriptional regulator;16;35;0,054516797;0,457142857;-1,129283017
4624890;4624796;4624587;4624429;-;-;SCO4216;hypothetical protein;17;35;0,164030518;0,485714286;-1,041820176
4921335;4921335;4922621;4922798;+;-;SCO4502;acetyl-CoA acetyltransferase;18;35;0,164554272;0,514285714;-0,959358016
1138296;1138342;1139391;1139445;+;-;SCO1078;LacI family transcriptional regulator;19;35;0,205686245;0,542857143;-0,881355504
4499727;4499727;4500119;4500125;+;-;SCO4100;hypothetical protein;19;35;0,204625007;0,542857143;-0,881355504
1019920;1019903;1018944;1018944;-;-;SCO0966;dehydratase;20;35;0,282174444;0,571428571;-0,807354922
1144835;1144822;1144442;1144442;-;-;SCO1084;thioredoxin;20;35;0,240974358;0,571428571;-0,807354922
6647781;6647781;6646291;6646224;-;-;SCO6054;transmembrane transport protein;20;35;0,320749852;0,571428571;-0,807354922
7012788;7012788;7012204;7012204;-;-;SCO6350;hypothetical protein;20;35;0,218855876;0,571428571;-0,807354922
677046;677227;678861;678930;+;-;SCO0636;ABC transporter ATP-binding protein;22;35;0,610705124;0,628571429;-0,669851398
5249317;5249310;5248570;;-;-;SCO4818;hypothetical protein;22;35;0,338335395;0,628571429;-0,669851398
3928242;3928235;3927783;;-;-;SCO3552;hypothetical protein;28;35;0,852372739;0,8;-0,321928095
;4095831;4095742;;-;-;SCO3719;small membrane protein;28;35;0,611756798;0,8;-0,321928095
38768;38768;37614;37475;-;-;SCO0047;transcriptional regulator;29;35;1;0,828571429;-0,271302022
2417870;2417879;2418706;2418706;+;-;SCO2250;hypothetical protein;29;35;1;0,828571429;-0,271302022
3495998;3496079;3496558;3496571;+;-;SCO3189;hypothetical protein;30;35;1;0,857142857;-0,222392421
;7197932;7198711;;+;-;SCO6506;gas vesicle protein;31;35;1;0,885714286;-0,175086707
;1828912;1828712;1828712;-;-;SCO1708;hypothetical protein;33;35;1;0,942857143;-0,084888898
4851904;4851904;4852578;4852578;+;-;SCO4432;hypothetical protein;34;35;1;0,971428571;-0,041820176
5699058;5699058;5699702;5699702;+;-;SCO5238;TetR family transcriptional regulator;35;35;1;1;0
95969;95989;97518;97518;+;-;SCO0118;xylosidase/arabinosidase;37;35;0,899290211;1,057142857;0,080170349
7077213;7077213;7076437;7076437;-;-;SCO6409;methionine aminopeptidase;37;35;1;1,057142857;0,080170349
4370575;4370548;4370066;4370066;-;-;SCO3969;ATP/GTP-binding protein;38;35;1;1,085714286;0,118644496
6382797;6382802;6383974;6384020;+;-;SCO5832;citrate synthase;39;35;0,913311087;1,114285714;0,156119202
7038757;7038757;7039656;7039908;+;-;SCO6376;hypothetical protein;41;35;1;1,171428571;0,228268988
4600275;4600336;4601412;4601491;+;-;SCO4192;hypothetical protein;42;35;0,665943989;1,2;0,263034406
7267934;7267996;7269378;7269378;+;-;SCO6566;ROK family protein;45;35;0,325508892;1,285714286;0,362570079
2296348;2296332;2295175;2295175;-;-;SCO2134;hypothetical protein;47;35;0,398139321;1,342857143;0,425305835
5904417;5904427;5904966;5905173;+;-;SCO5432;hypothetical protein;48;35;0,939929799;1,371428571;0,455679484
3290867;3290867;3292255;3292255;+;-;SCO3015;hypothetical protein;49;35;0,2248623;1,4;0,485426827
3161531;3161531;3161698;3161874;+;-;SCO2909;hypothetical protein;50;35;1;1,428571429;0,514573173
3626544;3626462;3625695;3625695;-;-;SCO3283;cobalt-precorrin-6x reductase;50;35;0,523572625;1,428571429;0,514573173
6301265;6301265;6296193;6296175;-;-;SCO5761;ATP-dependent DNA helicase;53;35;2,72E-04;1,514285714;0,598637438
4130995;4130995;4129649;;-;-;SCO3757;two component system sensor kinase;55;35;0,080488197;1,571428571;0,652076697
7799411;7799325;7798420;7798420;-;-;SCO7017;hypothetical protein;59;35;0,128914899;1,685714286;0,753360032
;5908036;5907344;5907241;-;-;SCO5434;two-component response regulator;61;35;0,207458101;1,742857143;0,801454321
;1849756;1850256;1850256;+;-;SCO1730;hypothetical protein;63;35;0,328923934;1,8;0,847996907
;6737525;6736851;;-;-;SCO6135;hypothetical protein;63;35;0,150054568;1,8;0,847996907
7821806;7821806;7820139;;-;-;SCO7033;regulatory protein;74;35;4,85E-04;2,114285714;1,080170349
5101663;;;5101728;+;-;predicted RNA;antisense: SCO4670;232;35;3,14E-06;6,628571429;2,728697978
8061736;8061733;8060696;8060696;-;-;SCO7251;hypothetical protein;7;36;2,02E-10;0,194444444;-2,362570079
1402574;1402574;1403737;1403986;+;-;SCO1327;hypothetical protein;13;36;0,001124889;0,361111111;-1,469485283
4598488;4598488;4598300;4598106;-;-;SCO4189;hypothetical protein;21;36;0,352252221;0,583333333;-0,777607579
4258993;4258993;4259403;;+;-;SCO3871;decarboxylase;25;36;0,615587009;0,694444444;-0,526068812
14043;14023;13214;13214;-;-;SCO0011;hypothetical protein;27;36;0,883100997;0,75;-0,415037499
8653465;8653485;8654294;8654294;+;-;SCO7836;hypothetical protein;27;36;0,883100997;0,75;-0,415037499
841702;841688;840399;840399;-;-;SCO0794;transcriptional regulator;29;36;1;0,805555556;-0,311944006
7919627;7919627;7919133;7919099;-;-;SCO7127;hypothetical protein;29;36;0,89582383;0,805555556;-0,311944006
;239794;238280;;-;-;SCO0249;hypothetical protein;30;36;1;0,833333333;-0,263034406
758933;758902;758531;758531;-;-;SCO0715;hypothetical protein;31;36;1;0,861111111;-0,215728691
7601569;7601569;7600790;7600788;-;-;SCO6829;oxidoreductase;31;36;1;0,861111111;-0,215728691
6201736;6201527;6200514;6200514;-;-;SCO5692;transcriptional regulator;32;36;1;0,888888889;-0,169925001
;2508881;2509552;2510089;+;-;SCO2338;O-methyltransferase;33;36;1;0,916666667;-0,125530882
3723256;3723256;3722414;3721990;-;-;SCO3365;hypothetical protein;34;36;1;0,944444444;-0,08246216
4583238;4583238;4584065;4584065;+;-;SCO4168;oxidoreductase;34;36;1;0,944444444;-0,08246216
1252179;1252179;1256141;;+;-;SCO1184;hypothetical protein;35;36;0,335705328;0,972222222;-0,040641984
;85336;86643;;+;-;SCO0103;flavohemoprotein;39;36;0,904914037;1,083333333;0,115477217
